,State,County,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
51906,NC,Alamance,1990,2.46,246.62,100,71.14
51907,NC,Alamance,1991,2.46,252.7,102.46,72.89
51908,NC,Alamance,1992,1.62,256.8,104.13,74.08
51909,NC,Alamance,1993,1.5,260.65,105.69,75.19
51910,NC,Alamance,1994,3.67,270.21,109.56,77.95
51911,NC,Alamance,1995,5.78,285.82,115.9,82.45
51912,NC,Alamance,1996,4.46,298.58,121.07,86.13
51913,NC,Alamance,1997,3.72,309.7,125.58,89.34
51914,NC,Alamance,1998,4.24,322.84,130.9,93.13
51915,NC,Alamance,1999,3.09,332.81,134.95,96
51916,NC,Alamance,2000,4.16,346.66,140.56,100
51917,NC,Alamance,2001,3.85,360.02,145.98,103.85
51918,NC,Alamance,2002,1.63,365.88,148.36,105.55
51919,NC,Alamance,2003,1.07,369.8,149.95,106.68
51920,NC,Alamance,2004,-0.14,369.29,149.74,106.53
51921,NC,Alamance,2005,2.15,377.24,152.96,108.82
51922,NC,Alamance,2006,1.96,384.63,155.96,110.95
51923,NC,Alamance,2007,0.97,388.36,157.47,112.03
51924,NC,Alamance,2008,0.27,389.39,157.89,112.33
51925,NC,Alamance,2009,-0.55,387.26,157.03,111.71
51926,NC,Alamance,2010,-4.04,371.63,150.69,107.2
51927,NC,Alamance,2011,-3.34,359.21,145.65,103.62
51928,NC,Alamance,2012,-1.78,352.8,143.05,101.77
51929,NC,Alamance,2013,0.86,355.84,144.29,102.65
51930,NC,Alamance,2014,-0.91,352.62,142.98,101.72
51931,NC,Alamance,2015,3.44,364.74,147.89,105.21
51932,NC,Alamance,2016,2,372.02,150.85,107.32
51933,NC,Alamance,2017,4.42,388.47,157.51,112.06
51934,NC,Alamance,2018,6.6,414.09,167.91,119.45
51935,NC,Alexander,1992,.,100,.,74.23
51936,NC,Alexander,1993,5.55,105.55,.,78.35
51937,NC,Alexander,1994,-8.17,96.93,.,71.95
51938,NC,Alexander,1995,10.9,107.49,.,79.78
51939,NC,Alexander,1996,0.83,108.38,.,80.45
51940,NC,Alexander,1997,11.94,121.32,.,90.05
51941,NC,Alexander,1998,1.35,122.95,.,91.26
51942,NC,Alexander,1999,4.78,128.83,.,95.62
51943,NC,Alexander,2000,4.58,134.72,.,100
51944,NC,Alexander,2001,4.86,141.28,.,104.86
51945,NC,Alexander,2002,2,144.11,.,106.96
51946,NC,Alexander,2003,1.14,145.75,.,108.18
51947,NC,Alexander,2004,0.44,146.39,.,108.66
51948,NC,Alexander,2005,5.23,154.05,.,114.34
51949,NC,Alexander,2006,5.95,163.22,.,121.15
51950,NC,Alexander,2007,3.12,168.31,.,124.93
51951,NC,Alexander,2008,1.44,170.73,.,126.73
51952,NC,Alexander,2009,-1.58,168.04,.,124.73
51953,NC,Alexander,2010,-3.19,162.68,.,120.75
51954,NC,Alexander,2011,-4.13,155.95,.,115.76
51955,NC,Alexander,2012,-3.76,150.09,.,111.41
51956,NC,Alexander,2013,-1.7,147.53,.,109.51
51957,NC,Alexander,2014,2.22,150.81,.,111.94
51958,NC,Alexander,2015,3.54,156.15,.,115.9
51959,NC,Alexander,2016,0.16,156.4,.,116.09
51960,NC,Alexander,2017,3.7,162.19,.,120.39
51961,NC,Alexander,2018,7.51,174.38,.,129.43
51962,NC,Alleghany,1997,.,100,.,77.98
51963,NC,Alleghany,1998,12.83,112.83,.,87.99
51964,NC,Alleghany,1999,4.01,117.36,.,91.52
51965,NC,Alleghany,2000,9.27,128.24,.,100
51966,NC,Alleghany,2001,7.17,137.44,.,107.17
51967,NC,Alleghany,2002,-0.31,137.01,.,106.84
51968,NC,Alleghany,2003,0.91,138.26,.,107.82
51969,NC,Alleghany,2004,9.44,151.3,.,117.99
51970,NC,Alleghany,2005,4.48,158.09,.,123.28
51971,NC,Alleghany,2006,14.48,180.98,.,141.13
51972,NC,Alleghany,2007,5.69,191.28,.,149.16
51973,NC,Alleghany,2008,-0.43,190.45,.,148.52
51974,NC,Alleghany,2009,-1.87,186.88,.,145.73
51975,NC,Alleghany,2010,-0.08,186.73,.,145.61
51976,NC,Alleghany,2011,-10.32,167.46,.,130.59
51977,NC,Alleghany,2012,-0.84,166.06,.,129.49
51978,NC,Alleghany,2013,-4.02,159.39,.,124.29
51979,NC,Alleghany,2014,-0.1,159.23,.,124.17
51980,NC,Alleghany,2015,4.82,166.91,.,130.16
51981,NC,Alleghany,2016,-0.51,166.05,.,129.49
51982,NC,Alleghany,2017,7.57,178.62,.,139.29
51983,NC,Alleghany,2018,-5.71,168.42,.,131.34
51984,NC,Anson,2001,.,100,.,.
51985,NC,Anson,2002,-3.08,96.92,.,.
51986,NC,Anson,2003,9.17,105.81,.,.
51987,NC,Anson,2004,-3.66,101.94,.,.
51988,NC,Anson,2005,-0.92,101,.,.
51989,NC,Anson,2006,6.56,107.63,.,.
51990,NC,Anson,2007,6.15,114.25,.,.
51991,NC,Anson,2008,-1.57,112.46,.,.
51992,NC,Anson,2009,-1.83,110.4,.,.
51993,NC,Anson,2010,-6.67,103.04,.,.
51994,NC,Anson,2011,-3.04,99.91,.,.
51995,NC,Anson,2012,-2.76,97.15,.,.
51996,NC,Anson,2013,7.64,104.57,.,.
51997,NC,Anson,2014,-7.26,96.98,.,.
51998,NC,Anson,2015,0.31,97.28,.,.
51999,NC,Anson,2016,7.69,104.76,.,.
52000,NC,Anson,2017,-5.76,98.72,.,.
52001,NC,Anson,2018,9.18,107.79,.,.
52002,NC,Ashe,1995,.,100,.,71.3
52003,NC,Ashe,1996,6.1,106.1,.,75.65
52004,NC,Ashe,1997,6.02,112.49,.,80.2
52005,NC,Ashe,1998,6.41,119.7,.,85.34
52006,NC,Ashe,1999,5.93,126.8,.,90.41
52007,NC,Ashe,2000,10.61,140.26,.,100
52008,NC,Ashe,2001,6.27,149.05,.,106.27
52009,NC,Ashe,2002,4.83,156.25,.,111.4
52010,NC,Ashe,2003,2.26,159.77,.,113.91
52011,NC,Ashe,2004,7.72,172.11,.,122.71
52012,NC,Ashe,2005,10.03,189.37,.,135.01
52013,NC,Ashe,2006,7.29,203.17,.,144.85
52014,NC,Ashe,2007,7.95,219.32,.,156.37
52015,NC,Ashe,2008,4.01,228.12,.,162.64
52016,NC,Ashe,2009,-2.9,221.5,.,157.92
52017,NC,Ashe,2010,-7.53,204.82,.,146.03
52018,NC,Ashe,2011,-4.15,196.32,.,139.97
52019,NC,Ashe,2012,-2.07,192.25,.,137.07
52020,NC,Ashe,2013,-1.21,189.93,.,135.41
52021,NC,Ashe,2014,-1.76,186.58,.,133.03
52022,NC,Ashe,2015,1.14,188.7,.,134.54
52023,NC,Ashe,2016,2.6,193.61,.,138.03
52024,NC,Ashe,2017,-0.82,192.02,.,136.9
52025,NC,Ashe,2018,6.28,204.09,.,145.51
52026,NC,Avery,1995,.,100,.,71.18
52027,NC,Avery,1996,4.42,104.42,.,74.33
52028,NC,Avery,1997,5.57,110.24,.,78.48
52029,NC,Avery,1998,4.79,115.52,.,82.23
52030,NC,Avery,1999,7.44,124.12,.,88.35
52031,NC,Avery,2000,13.18,140.48,.,100
52032,NC,Avery,2001,6.26,149.27,.,106.26
52033,NC,Avery,2002,5.19,157.01,.,111.77
52034,NC,Avery,2003,-0.33,156.49,.,111.4
52035,NC,Avery,2004,7.13,167.65,.,119.34
52036,NC,Avery,2005,8.82,182.44,.,129.87
52037,NC,Avery,2006,8.41,197.79,.,140.79
52038,NC,Avery,2007,4.7,207.1,.,147.42
52039,NC,Avery,2008,3.2,213.73,.,152.14
52040,NC,Avery,2009,-3.11,207.09,.,147.41
52041,NC,Avery,2010,-7.91,190.71,.,135.75
52042,NC,Avery,2011,-3.42,184.19,.,131.11
52043,NC,Avery,2012,-2.4,179.77,.,127.96
52044,NC,Avery,2013,-3.77,172.99,.,123.14
52045,NC,Avery,2014,0.71,174.22,.,124.02
52046,NC,Avery,2015,-2.76,169.41,.,120.59
52047,NC,Avery,2016,6.53,180.48,.,128.48
52048,NC,Avery,2017,-4.08,173.13,.,123.24
52049,NC,Avery,2018,8.34,187.57,.,133.52
52055,NC,Beaufort,1990,10.5,126.17,100,71.93
52056,NC,Beaufort,1991,0.61,126.94,100.61,72.36
52057,NC,Beaufort,1992,3.52,131.41,104.15,74.91
52058,NC,Beaufort,1993,-0.58,130.65,103.55,74.48
52059,NC,Beaufort,1994,4.4,136.41,108.11,77.76
52060,NC,Beaufort,1995,1.6,138.6,109.84,79.01
52061,NC,Beaufort,1996,7.54,149.04,118.12,84.96
52062,NC,Beaufort,1997,2.39,152.6,120.94,86.99
52063,NC,Beaufort,1998,5.3,160.69,127.35,91.6
52064,NC,Beaufort,1999,3.18,165.79,131.4,94.51
52065,NC,Beaufort,2000,5.81,175.42,139.03,100
52066,NC,Beaufort,2001,4.66,183.6,145.51,104.66
52067,NC,Beaufort,2002,3.73,190.45,150.94,108.57
52068,NC,Beaufort,2003,2.12,194.48,154.13,110.86
52069,NC,Beaufort,2004,6.06,206.27,163.48,117.59
52070,NC,Beaufort,2005,9.65,226.17,179.25,128.93
52071,NC,Beaufort,2006,12.88,255.29,202.33,145.53
52072,NC,Beaufort,2007,7.11,273.45,216.72,155.88
52073,NC,Beaufort,2008,1.48,277.5,219.93,158.19
52074,NC,Beaufort,2009,-5.26,262.92,208.37,149.88
52075,NC,Beaufort,2010,-2.93,255.2,202.26,145.48
52076,NC,Beaufort,2011,-2.61,248.55,196.99,141.69
52077,NC,Beaufort,2012,-3.04,241.01,191.01,137.39
52078,NC,Beaufort,2013,-1.44,237.53,188.25,135.41
52079,NC,Beaufort,2014,-4.16,227.66,180.43,129.78
52080,NC,Beaufort,2015,0.69,229.24,181.68,130.68
52081,NC,Beaufort,2016,5.91,242.78,192.41,138.4
52082,NC,Beaufort,2017,-0.21,242.27,192.01,138.11
52083,NC,Beaufort,2018,1.36,245.57,194.62,139.99
52084,NC,Bertie,1998,.,100,.,93.81
52085,NC,Bertie,1999,1.25,101.25,.,94.99
52086,NC,Bertie,2000,5.27,106.59,.,100
52087,NC,Bertie,2001,0.76,107.41,.,100.76
52088,NC,Bertie,2002,5.58,113.41,.,106.39
52089,NC,Bertie,2003,1.8,115.45,.,108.31
52090,NC,Bertie,2004,3.6,119.6,.,112.2
52091,NC,Bertie,2005,7.72,128.83,.,120.86
52092,NC,Bertie,2006,8.49,139.76,.,131.12
52093,NC,Bertie,2007,1.76,142.23,.,133.43
52094,NC,Bertie,2008,6.08,150.87,.,141.54
52095,NC,Bertie,2009,-4.65,143.85,.,134.95
52096,NC,Bertie,2010,1.7,146.3,.,137.25
52097,NC,Bertie,2011,-3.26,141.52,.,132.77
52098,NC,Bertie,2012,-4.46,135.2,.,126.84
52099,NC,Bertie,2013,-1.3,133.45,.,125.19
52100,NC,Bertie,2014,-3.01,129.44,.,121.43
52101,NC,Bertie,2015,1.03,130.77,.,122.68
52102,NC,Bertie,2016,4.98,137.29,.,128.8
52103,NC,Bertie,2017,-3.2,132.89,.,124.67
52104,NC,Bertie,2018,6.44,141.45,.,132.7
52105,NC,Bladen,1992,.,100,.,76.1
52106,NC,Bladen,1993,-3.66,96.34,.,73.31
52107,NC,Bladen,1994,8.49,104.52,.,79.53
52108,NC,Bladen,1995,9.33,114.27,.,86.95
52109,NC,Bladen,1996,-6.95,106.32,.,80.91
52110,NC,Bladen,1997,6.62,113.36,.,86.26
52111,NC,Bladen,1998,1.85,115.46,.,87.86
52112,NC,Bladen,1999,4.04,120.12,.,91.41
52113,NC,Bladen,2000,9.4,131.41,.,100
52114,NC,Bladen,2001,2.26,134.38,.,102.26
52115,NC,Bladen,2002,2.11,137.22,.,104.41
52116,NC,Bladen,2003,1.54,139.33,.,106.02
52117,NC,Bladen,2004,4,144.9,.,110.26
52118,NC,Bladen,2005,11.57,161.67,.,123.02
52119,NC,Bladen,2006,-0.9,160.21,.,121.91
52120,NC,Bladen,2007,8.04,173.09,.,131.72
52121,NC,Bladen,2008,2.17,176.85,.,134.57
52122,NC,Bladen,2009,0.28,177.35,.,134.95
52123,NC,Bladen,2010,-7.06,164.83,.,125.43
52124,NC,Bladen,2011,-1.33,162.63,.,123.76
52125,NC,Bladen,2012,2.21,166.23,.,126.5
52126,NC,Bladen,2013,-2.93,161.36,.,122.79
52127,NC,Bladen,2014,3.07,166.32,.,126.56
52128,NC,Bladen,2015,3.86,172.74,.,131.44
52129,NC,Bladen,2016,-0.92,171.15,.,130.23
52130,NC,Bladen,2017,2.61,175.61,.,133.63
52131,NC,Bladen,2018,4.56,183.62,.,139.72
52139,NC,Brunswick,1990,-0.58,148.61,100,54.74
52140,NC,Brunswick,1991,5.86,157.31,105.86,57.95
52141,NC,Brunswick,1992,3.41,162.68,109.47,59.93
52142,NC,Brunswick,1993,4.11,169.37,113.97,62.39
52143,NC,Brunswick,1994,4.3,176.66,118.87,65.08
52144,NC,Brunswick,1995,8.71,192.05,129.23,70.75
52145,NC,Brunswick,1996,5.44,202.49,136.26,74.59
52146,NC,Brunswick,1997,8.74,220.18,148.16,81.11
52147,NC,Brunswick,1998,7.36,236.38,159.06,87.08
52148,NC,Brunswick,1999,6.53,251.82,169.45,92.76
52149,NC,Brunswick,2000,7.8,271.46,182.67,100
52150,NC,Brunswick,2001,4.67,284.13,191.19,104.67
52151,NC,Brunswick,2002,3.9,295.21,198.65,108.75
52152,NC,Brunswick,2003,4.56,308.68,207.71,113.71
52153,NC,Brunswick,2004,12.67,347.78,234.02,128.12
52154,NC,Brunswick,2005,20.28,418.3,281.47,154.09
52155,NC,Brunswick,2006,14.86,480.47,323.31,176.99
52156,NC,Brunswick,2007,3.48,497.19,334.56,183.15
52157,NC,Brunswick,2008,-2.77,483.44,325.3,178.09
52158,NC,Brunswick,2009,-9.16,439.17,295.51,161.78
52159,NC,Brunswick,2010,-9.17,398.9,268.42,146.95
52160,NC,Brunswick,2011,-6.24,374,251.66,137.77
52161,NC,Brunswick,2012,-4.46,357.32,240.44,131.63
52162,NC,Brunswick,2013,0.02,357.4,240.49,131.66
52163,NC,Brunswick,2014,1.48,362.69,244.05,133.61
52164,NC,Brunswick,2015,3.77,376.37,253.26,138.65
52165,NC,Brunswick,2016,2.93,387.42,260.69,142.72
52166,NC,Brunswick,2017,6.13,411.17,276.67,151.46
52167,NC,Brunswick,2018,7.6,442.4,297.69,162.97
52182,NC,Buncombe,1990,5.63,210.21,100,61.26
52183,NC,Buncombe,1991,2.99,216.49,102.99,63.09
52184,NC,Buncombe,1992,2.97,222.91,106.04,64.96
52185,NC,Buncombe,1993,3.08,229.78,109.31,66.96
52186,NC,Buncombe,1994,3.18,237.08,112.78,69.09
52187,NC,Buncombe,1995,7.21,254.16,120.91,74.06
52188,NC,Buncombe,1996,5.63,268.46,127.71,78.23
52189,NC,Buncombe,1997,7.48,288.55,137.26,84.08
52190,NC,Buncombe,1998,5.53,304.49,144.85,88.73
52191,NC,Buncombe,1999,5.17,320.23,152.33,93.31
52192,NC,Buncombe,2000,7.17,343.17,163.25,100
52193,NC,Buncombe,2001,5.99,363.72,173.03,105.99
52194,NC,Buncombe,2002,5.03,382.01,181.73,111.32
52195,NC,Buncombe,2003,3.6,395.75,188.26,115.32
52196,NC,Buncombe,2004,7.08,423.78,201.6,123.49
52197,NC,Buncombe,2005,11.12,470.9,224.01,137.22
52198,NC,Buncombe,2006,10.58,520.7,247.7,151.73
52199,NC,Buncombe,2007,7.59,560.21,266.49,163.24
52200,NC,Buncombe,2008,1.39,567.98,270.19,165.51
52201,NC,Buncombe,2009,-3.96,545.51,259.5,158.96
52202,NC,Buncombe,2010,-5.78,514,244.52,149.78
52203,NC,Buncombe,2011,-4.2,492.42,234.25,143.49
52204,NC,Buncombe,2012,-1.83,483.39,229.95,140.86
52205,NC,Buncombe,2013,2.24,494.21,235.1,144.01
52206,NC,Buncombe,2014,5.82,522.95,248.77,152.39
52207,NC,Buncombe,2015,6.38,556.33,264.65,162.12
52208,NC,Buncombe,2016,8.22,602.04,286.4,175.44
52209,NC,Buncombe,2017,6.69,642.31,305.55,187.17
52210,NC,Buncombe,2018,8.04,693.94,330.12,202.22
52216,NC,Burke,1990,4.51,125.95,100,64.01
52217,NC,Burke,1991,7.07,134.85,107.07,68.54
52218,NC,Burke,1992,-1.9,132.29,105.03,67.23
52219,NC,Burke,1993,5.08,139.02,110.37,70.65
52220,NC,Burke,1994,3.15,143.39,113.85,72.88
52221,NC,Burke,1995,6.2,152.29,120.91,77.4
52222,NC,Burke,1996,4.45,159.07,126.29,80.84
52223,NC,Burke,1997,5.4,167.66,133.11,85.21
52224,NC,Burke,1998,4.73,175.59,139.41,89.24
52225,NC,Burke,1999,3.29,181.37,143.99,92.18
52226,NC,Burke,2000,8.49,196.76,156.22,100
52227,NC,Burke,2001,3.8,204.24,162.15,103.8
52228,NC,Burke,2002,1.93,208.17,165.28,105.8
52229,NC,Burke,2003,1,210.25,166.92,106.85
52230,NC,Burke,2004,3.4,217.39,172.6,110.49
52231,NC,Burke,2005,1.24,220.09,174.74,111.86
52232,NC,Burke,2006,4.83,230.71,183.17,117.26
52233,NC,Burke,2007,5.78,244.04,193.75,124.03
52234,NC,Burke,2008,0.51,245.28,194.74,124.66
52235,NC,Burke,2009,-1.09,242.61,192.62,123.3
52236,NC,Burke,2010,-2.59,236.33,187.63,120.11
52237,NC,Burke,2011,-4.27,226.24,179.62,114.98
52238,NC,Burke,2012,-3.19,219.02,173.89,111.31
52239,NC,Burke,2013,-0.6,217.7,172.84,110.64
52240,NC,Burke,2014,-0.45,216.72,172.06,110.14
52241,NC,Burke,2015,0.83,218.51,173.49,111.06
52242,NC,Burke,2016,1.51,221.8,176.1,112.73
52243,NC,Burke,2017,4.42,231.61,183.88,117.71
52244,NC,Burke,2018,5.32,243.92,193.66,123.97
52259,NC,Cabarrus,1990,2.13,232.86,100,70.14
52260,NC,Cabarrus,1991,2.58,238.87,102.58,71.96
52261,NC,Cabarrus,1992,1.81,243.21,104.44,73.26
52262,NC,Cabarrus,1993,2.56,249.43,107.12,75.14
52263,NC,Cabarrus,1994,2.57,255.85,109.87,77.07
52264,NC,Cabarrus,1995,4.94,268.48,115.3,80.87
52265,NC,Cabarrus,1996,3.27,277.25,119.06,83.52
52266,NC,Cabarrus,1997,7.68,298.55,128.21,89.93
52267,NC,Cabarrus,1998,2.58,306.26,131.52,92.25
52268,NC,Cabarrus,1999,3.72,317.65,136.41,95.69
52269,NC,Cabarrus,2000,4.51,331.97,142.56,100
52270,NC,Cabarrus,2001,3.35,343.09,147.34,103.35
52271,NC,Cabarrus,2002,1.88,349.56,150.12,105.3
52272,NC,Cabarrus,2003,0.48,351.22,150.83,105.8
52273,NC,Cabarrus,2004,1.59,356.82,153.24,107.49
52274,NC,Cabarrus,2005,3.17,368.12,158.09,110.89
52275,NC,Cabarrus,2006,5.41,388.04,166.64,116.89
52276,NC,Cabarrus,2007,6.23,412.22,177.03,124.17
52277,NC,Cabarrus,2008,2.3,421.71,181.1,127.03
52278,NC,Cabarrus,2009,-2.77,410.02,176.08,123.51
52279,NC,Cabarrus,2010,-6.6,382.96,164.46,115.36
52280,NC,Cabarrus,2011,-4.56,365.5,156.96,110.1
52281,NC,Cabarrus,2012,-5.21,346.47,148.79,104.37
52282,NC,Cabarrus,2013,0.31,347.54,149.25,104.69
52283,NC,Cabarrus,2014,3.96,361.29,155.16,108.83
52284,NC,Cabarrus,2015,4.94,379.13,162.82,114.21
52285,NC,Cabarrus,2016,5.46,399.84,171.71,120.44
52286,NC,Cabarrus,2017,7.06,428.08,183.84,128.95
52287,NC,Cabarrus,2018,7.49,460.15,197.61,138.61
52292,NC,Caldwell,1990,8.11,118.26,100,72.85
52293,NC,Caldwell,1991,2.62,121.35,102.62,74.76
52294,NC,Caldwell,1992,-2.49,118.33,100.07,72.89
52295,NC,Caldwell,1993,2,120.7,102.07,74.35
52296,NC,Caldwell,1994,1.67,122.72,103.78,75.6
52297,NC,Caldwell,1995,5.01,128.86,108.97,79.38
52298,NC,Caldwell,1996,3.31,133.13,112.58,82.01
52299,NC,Caldwell,1997,6.8,142.18,120.23,87.59
52300,NC,Caldwell,1998,4.21,148.18,125.3,91.28
52301,NC,Caldwell,1999,4.17,154.35,130.53,95.08
52302,NC,Caldwell,2000,5.17,162.33,137.27,100
52303,NC,Caldwell,2001,6.4,172.72,146.06,106.4
52304,NC,Caldwell,2002,1.76,175.77,148.63,108.27
52305,NC,Caldwell,2003,-0.06,175.67,148.55,108.21
52306,NC,Caldwell,2004,0.45,176.45,149.21,108.7
52307,NC,Caldwell,2005,2.76,181.32,153.33,111.7
52308,NC,Caldwell,2006,4.54,189.55,160.29,116.77
52309,NC,Caldwell,2007,3.25,195.72,165.5,120.56
52310,NC,Caldwell,2008,0.05,195.82,165.59,120.63
52311,NC,Caldwell,2009,-1.74,192.41,162.71,118.53
52312,NC,Caldwell,2010,-3.7,185.3,156.69,114.15
52313,NC,Caldwell,2011,-5.34,175.4,148.32,108.05
52314,NC,Caldwell,2012,-1.42,172.9,146.21,106.51
52315,NC,Caldwell,2013,-1.19,170.85,144.48,105.25
52316,NC,Caldwell,2014,1.18,172.87,146.18,106.49
52317,NC,Caldwell,2015,1.12,174.81,147.82,107.68
52318,NC,Caldwell,2016,4.89,183.36,155.06,112.95
52319,NC,Caldwell,2017,1.85,186.76,157.93,115.05
52320,NC,Caldwell,2018,5.28,196.63,166.28,121.13
52321,NC,Camden,1992,.,100,.,72.36
52322,NC,Camden,1993,8.54,108.54,.,78.54
52323,NC,Camden,1994,6.07,115.12,.,83.3
52324,NC,Camden,1995,4.91,120.77,.,87.39
52325,NC,Camden,1996,-2.97,117.18,.,84.79
52326,NC,Camden,1997,5.69,123.86,.,89.62
52327,NC,Camden,1998,2.24,126.63,.,91.63
52328,NC,Camden,1999,2.22,129.44,.,93.67
52329,NC,Camden,2000,6.76,138.2,.,100
52330,NC,Camden,2001,3.34,142.82,.,103.34
52331,NC,Camden,2002,5.61,150.83,.,109.14
52332,NC,Camden,2003,2.98,155.33,.,112.4
52333,NC,Camden,2004,14.45,177.77,.,128.64
52334,NC,Camden,2005,22.6,217.96,.,157.72
52335,NC,Camden,2006,16.27,253.43,.,183.38
52336,NC,Camden,2007,5.22,266.67,.,192.96
52337,NC,Camden,2008,-3.35,257.72,.,186.49
52338,NC,Camden,2009,-3.3,249.21,.,180.33
52339,NC,Camden,2010,-6.32,233.46,.,168.93
52340,NC,Camden,2011,-4.7,222.48,.,160.99
52341,NC,Camden,2012,-1.13,219.96,.,159.16
52342,NC,Camden,2013,-3.27,212.77,.,153.96
52343,NC,Camden,2014,3.48,220.18,.,159.32
52344,NC,Camden,2015,1.22,222.87,.,161.27
52345,NC,Camden,2016,-7.1,207.05,.,149.82
52346,NC,Camden,2017,3.45,214.19,.,154.98
52347,NC,Camden,2018,6.27,227.61,.,164.7
52353,NC,Carteret,1990,3.26,118.57,100,63.37
52354,NC,Carteret,1991,1.79,120.68,101.79,64.5
52355,NC,Carteret,1992,2.69,123.93,104.52,66.24
52356,NC,Carteret,1993,2.26,126.73,106.89,67.74
52357,NC,Carteret,1994,6.05,134.4,113.35,71.83
52358,NC,Carteret,1995,7.29,144.2,121.62,77.07
52359,NC,Carteret,1996,5.6,152.27,128.43,81.39
52360,NC,Carteret,1997,5.23,160.23,135.14,85.64
52361,NC,Carteret,1998,4.85,168.01,141.7,89.8
52362,NC,Carteret,1999,5.47,177.2,149.45,94.71
52363,NC,Carteret,2000,5.58,187.1,157.8,100
52364,NC,Carteret,2001,4.49,195.49,164.88,104.49
52365,NC,Carteret,2002,3.7,202.73,170.99,108.36
52366,NC,Carteret,2003,4.17,211.18,178.11,112.87
52367,NC,Carteret,2004,8.3,228.71,192.9,122.24
52368,NC,Carteret,2005,20.32,275.18,232.09,147.08
52369,NC,Carteret,2006,16.5,320.58,270.38,171.35
52370,NC,Carteret,2007,6.9,342.69,289.03,183.16
52371,NC,Carteret,2008,-2.24,335.03,282.57,179.07
52372,NC,Carteret,2009,-3.81,322.26,271.8,172.24
52373,NC,Carteret,2010,-6.14,302.48,255.12,161.67
52374,NC,Carteret,2011,-5.68,285.3,240.62,152.49
52375,NC,Carteret,2012,-1.76,280.29,236.4,149.81
52376,NC,Carteret,2013,-2.95,272.02,229.43,145.39
52377,NC,Carteret,2014,-0.48,270.72,228.33,144.69
52378,NC,Carteret,2015,3.95,281.41,237.35,150.41
52379,NC,Carteret,2016,1.41,285.37,240.69,152.53
52380,NC,Carteret,2017,1.68,290.17,244.73,155.09
52381,NC,Carteret,2018,5.2,305.24,257.44,163.15
52382,NC,Caswell,1994,.,100,.,75.96
52383,NC,Caswell,1995,12.47,112.47,.,85.43
52384,NC,Caswell,1996,-0.62,111.77,.,84.91
52385,NC,Caswell,1997,8.47,121.24,.,92.1
52386,NC,Caswell,1998,-0.61,120.5,.,91.54
52387,NC,Caswell,1999,3.61,124.85,.,94.84
52388,NC,Caswell,2000,5.44,131.64,.,100
52389,NC,Caswell,2001,7.5,141.52,.,107.5
52390,NC,Caswell,2002,1.02,142.97,.,108.61
52391,NC,Caswell,2003,3.4,147.84,.,112.3
52392,NC,Caswell,2004,0.38,148.39,.,112.73
52393,NC,Caswell,2005,3.72,153.91,.,116.91
52394,NC,Caswell,2006,1.67,156.48,.,118.87
52395,NC,Caswell,2007,5.88,165.68,.,125.86
52396,NC,Caswell,2008,1.88,168.8,.,128.23
52397,NC,Caswell,2009,-2.61,164.39,.,124.88
52398,NC,Caswell,2010,-1.94,161.2,.,122.46
52399,NC,Caswell,2011,-2.46,157.24,.,119.44
52400,NC,Caswell,2012,-0.59,156.31,.,118.74
52401,NC,Caswell,2013,-4.44,149.38,.,113.47
52402,NC,Caswell,2014,5.65,157.82,.,119.88
52403,NC,Caswell,2015,-6.51,147.55,.,112.08
52404,NC,Caswell,2016,10.49,163.03,.,123.84
52405,NC,Caswell,2017,-7.54,150.73,.,114.5
52406,NC,Caswell,2018,9.27,164.7,.,125.11
52418,NC,Catawba,1990,5.01,163.32,100,69.7
52419,NC,Catawba,1991,2.16,166.85,102.16,71.21
52420,NC,Catawba,1992,2.6,171.18,104.81,73.06
52421,NC,Catawba,1993,1.76,174.2,106.66,74.34
52422,NC,Catawba,1994,3.74,180.71,110.65,77.12
52423,NC,Catawba,1995,5.33,190.34,116.54,81.23
52424,NC,Catawba,1996,3.33,196.68,120.42,83.94
52425,NC,Catawba,1997,4.69,205.9,126.07,87.87
52426,NC,Catawba,1998,3.91,213.95,131,91.31
52427,NC,Catawba,1999,3.92,222.33,136.13,94.89
52428,NC,Catawba,2000,5.39,234.31,143.47,100
52429,NC,Catawba,2001,4.24,244.25,149.55,104.24
52430,NC,Catawba,2002,1.25,247.3,151.42,105.54
52431,NC,Catawba,2003,1.16,250.18,153.18,106.77
52432,NC,Catawba,2004,0.59,251.64,154.08,107.4
52433,NC,Catawba,2005,2.77,258.61,158.34,110.37
52434,NC,Catawba,2006,3.4,267.41,163.73,114.13
52435,NC,Catawba,2007,4.41,279.2,170.95,119.16
52436,NC,Catawba,2008,1.64,283.78,173.75,121.11
52437,NC,Catawba,2009,-2.74,275.99,168.98,117.79
52438,NC,Catawba,2010,-4.03,264.87,162.18,113.04
52439,NC,Catawba,2011,-4.11,254,155.52,108.4
52440,NC,Catawba,2012,-1.79,249.45,152.73,106.46
52441,NC,Catawba,2013,-0.04,249.34,152.67,106.41
52442,NC,Catawba,2014,0.16,249.74,152.91,106.58
52443,NC,Catawba,2015,2.41,255.76,156.6,109.15
52444,NC,Catawba,2016,3.12,263.75,161.49,112.56
52445,NC,Catawba,2017,4.53,275.71,168.81,117.66
52446,NC,Catawba,2018,5.02,289.54,177.28,123.57
52451,NC,Chatham,1990,1.08,118.15,100,66.53
