Fraud,Consumer State Name Cleansed,Blank,DC Only,Fraud Only,IDT Only,Parameter DWM,Product Product Code Desc,Tooltip lt 100 text,# Reports by Category Overall PSC State,# Reports by Category Overall State,% reporting loss,F1,Median Losses by Category Overall State,Median Losses by Category Overall State PSC,Number of Records,Reporting a Loss State,State Total Reports,Total Losses by Category Overall State,Total Losses by Category Overall State PSC
Identity Theft,Maine,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,420,,3292,,,1,,1140,0,0
Identity Theft,Maine,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",65,420,,3293,,,1,,1140,0,0
Identity Theft,Oklahoma,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",14,521,,3353,,,1,,1163,0,0
Identity Theft,Oklahoma,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",237,521,,3354,,,1,,1163,0,0
Identity Theft,Oklahoma,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,521,,3355,,,1,,1163,0,0
Identity Theft,Oklahoma,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",279,521,,3356,,,1,,1163,0,0
Identity Theft,Kentucky,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,272,,3280,,,1,,1472,0,0
Identity Theft,Kentucky,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",63,272,,3281,,,1,,1472,0,0
Identity Theft,Kentucky,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,272,,3282,,,1,,1472,0,0
Identity Theft,Kentucky,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",215,272,,3283,,,1,,1472,0,0
Identity Theft,Alabama,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,363,,3211,,,1,,1509,0,0
Identity Theft,Alabama,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",59,363,,3212,,,1,,1509,0,0
Identity Theft,Alabama,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,363,,3213,,,1,,1509,0,0
Identity Theft,Alabama,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",310,363,,3214,,,1,,1509,0,0
Identity Theft,Louisiana,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,446,,3285,,,1,,1591,0,0
Identity Theft,Louisiana,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",120,446,,3286,,,1,,1591,0,0
Identity Theft,Louisiana,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,446,,3287,,,1,,1591,0,0
Identity Theft,Louisiana,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",333,446,,3288,,,1,,1591,0,0
Identity Theft,Minnesota,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,225,,3306,,,1,,1790,0,0
Identity Theft,Minnesota,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",89,225,,3307,,,1,,1790,0,0
Identity Theft,Minnesota,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,225,,3308,,,1,,1790,0,0
Identity Theft,Minnesota,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",139,225,,3309,,,1,,1790,0,0
Identity Theft,Connecticut,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,152,,3236,,,1,,1955,0,0
Identity Theft,Connecticut,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",53,152,,3237,,,1,,1955,0,0
Identity Theft,Connecticut,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",101,152,,3238,,,1,,1955,0,0
Identity Theft,Oregon,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,258,,3357,,,1,,1956,0,0
Identity Theft,Oregon,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",69,258,,3358,,,1,,1956,0,0
Identity Theft,Oregon,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,258,,3359,,,1,,1956,0,0
Identity Theft,Oregon,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",191,258,,3360,,,1,,1956,0,0
Identity Theft,South Carolina,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,319,,3378,,,1,,1996,0,0
Identity Theft,South Carolina,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",71,319,,3379,,,1,,1996,0,0
Identity Theft,South Carolina,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,319,,3380,,,1,,1996,0,0
Identity Theft,South Carolina,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",253,319,,3381,,,1,,1996,0,0
Identity Theft,Indiana,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",11,374,,3268,,,1,,2059,0,0
Identity Theft,Indiana,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",115,374,,3269,,,1,,2059,0,0
Identity Theft,Indiana,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,374,,3270,,,1,,2059,0,0
Identity Theft,Indiana,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",262,374,,3271,,,1,,2059,0,0
Identity Theft,Nevada,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",12,524,,3323,,,1,,2091,0,0
Identity Theft,Nevada,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",285,524,,3324,,,1,,2091,0,0
Identity Theft,Nevada,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,524,,3325,,,1,,2091,0,0
Identity Theft,Nevada,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",241,524,,3326,,,1,,2091,0,0
Identity Theft,Missouri,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,409,,3314,,,1,,2135,0,0
Identity Theft,Missouri,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",97,409,,3315,,,1,,2135,0,0
Identity Theft,Missouri,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,409,,3316,,,1,,2135,0,0
Identity Theft,Missouri,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",331,409,,3317,,,1,,2135,0,0
Identity Theft,Tennessee,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,431,,3385,,,1,,2472,0,0
Identity Theft,Tennessee,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",90,431,,3386,,,1,,2472,0,0
Identity Theft,Tennessee,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,431,,3387,,,1,,2472,0,0
Identity Theft,Tennessee,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",346,431,,3388,,,1,,2472,0,0
Identity Theft,Wisconsin,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,191,,3417,,,1,,2555,0,0
Identity Theft,Wisconsin,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",68,191,,3418,,,1,,2555,0,0
Identity Theft,Wisconsin,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,191,,3419,,,1,,2555,0,0
Identity Theft,Wisconsin,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",122,191,,3420,,,1,,2555,0,0
Identity Theft,Colorado,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",13,381,,3232,,,1,,2771,0,0
Identity Theft,Colorado,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",153,381,,3233,,,1,,2771,0,0
Identity Theft,Colorado,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,381,,3234,,,1,,2771,0,0
Identity Theft,Colorado,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",227,381,,3235,,,1,,2771,0,0
Identity Theft,Arizona,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",50,1662,,3218,,,1,,3080,0,0
Identity Theft,Arizona,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1184,1662,,3219,,,1,,3080,0,0
Identity Theft,Arizona,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",10,1662,,3220,,,1,,3080,0,0
Identity Theft,Arizona,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",461,1662,,3221,,,1,,3080,0,0
Identity Theft,Maryland,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",10,315,,3294,,,1,,3412,0,0
Identity Theft,Maryland,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",81,315,,3295,,,1,,3412,0,0
Identity Theft,Maryland,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,315,,3296,,,1,,3412,0,0
Identity Theft,Maryland,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",239,315,,3297,,,1,,3412,0,0
Identity Theft,Virginia,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,356,,3405,,,1,,4050,0,0
Identity Theft,Virginia,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",82,356,,3406,,,1,,4050,0,0
Identity Theft,Virginia,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,356,,3407,,,1,,4050,0,0
Identity Theft,Virginia,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",283,356,,3408,,,1,,4050,0,0
Identity Theft,Michigan,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",10,723,,3302,,,1,,4297,0,0
Identity Theft,Michigan,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",329,723,,3303,,,1,,4297,0,0
Identity Theft,Michigan,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",10,723,,3304,,,1,,4297,0,0
Identity Theft,Michigan,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",414,723,,3305,,,1,,4297,0,0
Identity Theft,Washington,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",76,1976,,3409,,,1,,4610,0,0
Identity Theft,Washington,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1488,1976,,3410,,,1,,4610,0,0
Identity Theft,Washington,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",15,1976,,3411,,,1,,4610,0,0
Identity Theft,Washington,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",441,1976,,3412,,,1,,4610,0,0
Identity Theft,North Carolina,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,601,,3342,,,1,,4672,0,0
Identity Theft,North Carolina,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",136,601,,3343,,,1,,4672,0,0
Identity Theft,North Carolina,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",12,601,,3344,,,1,,4672,0,0
Identity Theft,North Carolina,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",488,601,,3345,,,1,,4672,0,0
Identity Theft,Georgia,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,921,,3251,,,1,,5074,0,0
Identity Theft,Georgia,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",198,921,,3252,,,1,,5074,0,0
Identity Theft,Georgia,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",11,921,,3253,,,1,,5074,0,0
Identity Theft,Georgia,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",736,921,,3254,,,1,,5074,0,0
Identity Theft,New Jersey,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",30,434,,3330,,,1,,5206,0,0
Identity Theft,New Jersey,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",144,434,,3331,,,1,,5206,0,0
Identity Theft,New Jersey,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,434,,3332,,,1,,5206,0,0
Identity Theft,New Jersey,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",275,434,,3333,,,1,,5206,0,0
Identity Theft,Illinois,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",45,878,,3264,,,1,,5232,0,0
Identity Theft,Illinois,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",297,878,,3265,,,1,,5232,0,0
Identity Theft,Illinois,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,878,,3266,,,1,,5232,0,0
Identity Theft,Illinois,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",557,878,,3267,,,1,,5232,0,0
Identity Theft,Massachusetts,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",27,2517,,3298,,,1,,5768,0,0
Identity Theft,Massachusetts,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2052,2517,,3299,,,1,,5768,0,0
Identity Theft,Massachusetts,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",11,2517,,3300,,,1,,5768,0,0
Identity Theft,Massachusetts,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",453,2517,,3301,,,1,,5768,0,0
Identity Theft,Ohio,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",15,645,,3348,,,1,,5908,0,0
Identity Theft,Ohio,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",200,645,,3349,,,1,,5908,0,0
Identity Theft,Ohio,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,645,,3350,,,1,,5908,0,0
Identity Theft,Ohio,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",455,645,,3351,,,1,,5908,0,0
Identity Theft,Pennsylvania,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",20,1064,,3361,,,1,,7657,0,0
Identity Theft,Pennsylvania,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",584,1064,,3362,,,1,,7657,0,0
Identity Theft,Pennsylvania,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",18,1064,,3363,,,1,,7657,0,0
Identity Theft,Pennsylvania,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",490,1064,,3364,,,1,,7657,0,0
Identity Theft,Texas,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",92,1716,,3389,,,1,,10696,0,0
Identity Theft,Texas,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",455,1716,,3390,,,1,,10696,0,0
Identity Theft,Texas,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",30,1716,,3391,,,1,,10696,0,0
Identity Theft,Texas,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1240,1716,,3392,,,1,,10696,0,0
Identity Theft,New York,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",15,1267,,3338,,,1,,10794,0,0
Identity Theft,New York,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",523,1267,,3339,,,1,,10794,0,0
Identity Theft,New York,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",11,1267,,3340,,,1,,10794,0,0
Identity Theft,New York,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",761,1267,,3341,,,1,,10794,0,0
Identity Theft,Florida,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",38,1469,,3247,,,1,,12008,0,0
Identity Theft,Florida,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",345,1469,,3248,,,1,,12008,0,0
Identity Theft,Florida,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",24,1469,,3249,,,1,,12008,0,0
Identity Theft,Florida,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1127,1469,,3250,,,1,,12008,0,0
Identity Theft,California,,False,False,True,By Day,Employment or Wage Related Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",115,2828,,3228,,,1,,17692,0,0
Identity Theft,California,,False,False,True,By Day,Government Benefits,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",888,2828,,3229,,,1,,17692,0,0
Identity Theft,California,,False,False,True,By Day,Other Government Documents,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",43,2828,,3230,,,1,,17692,0,0
Identity Theft,California,,False,False,True,By Day,Tax Fraud,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1930,2828,,3231,,,1,,17692,0,0
Other,North Dakota,,False,False,False,By Day,Auto: Sales – New,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,39,30.769230769,4957,798.59,31500,1,12,150,50633.71,31500
Other,North Dakota,,False,False,False,By Day,Auto: Sales – Used,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,39,30.769230769,4958,798.59,3850,1,12,150,50633.71,3850
Other,North Dakota,,False,False,False,By Day,"Banks, Savings & Loans, and Credit Unions","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,39,30.769230769,4959,798.59,1030,1,12,150,50633.71,10773
Other,North Dakota,,False,False,False,By Day,Children's Products,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,39,30.769230769,4960,798.59,,1,12,150,50633.71,0
Other,North Dakota,,False,False,False,By Day,Credit Bureaus,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,39,30.769230769,4961,798.59,,1,12,150,50633.71,0
Other,North Dakota,,False,False,False,By Day,Credit Cards,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,39,30.769230769,4962,798.59,56.99,1,12,150,50633.71,56.99
Other,North Dakota,,False,False,False,By Day,Health Care: Eye Care,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,39,30.769230769,4963,798.59,195.5,1,12,150,50633.71,391
Other,North Dakota,,False,False,False,By Day,Health Care: Other Medical Treatments,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,39,30.769230769,4964,798.59,509.53,1,12,150,50633.71,509.53
Other,North Dakota,,False,False,False,By Day,Housing,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,39,30.769230769,4965,798.59,427.99,1,12,150,50633.71,855.98
Other,North Dakota,,False,False,False,By Day,Lending: Payday Loans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,39,30.769230769,4966,798.59,,1,12,150,50633.71,0
Other,North Dakota,,False,False,False,By Day,Lending: Student Loans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,39,30.769230769,4967,798.59,,1,12,150,50633.71,0
Other,North Dakota,,False,False,False,By Day,Other (Note in Comments),"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,39,30.769230769,4968,798.59,2697.21,1,12,150,50633.71,2697.21
Other,North Dakota,,False,False,False,By Day,Third Party Debt Collection,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,39,30.769230769,4969,798.59,,1,12,150,50633.71,0
Other,South Dakota,,False,False,False,By Day,Auto: Parts & Repairs,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,20.930232558,5356,173.1,,1,9,154,12527.36,0
Other,South Dakota,,False,False,False,By Day,Auto: Renting & Leasing,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,20.930232558,5357,173.1,,1,9,154,12527.36,0
Other,South Dakota,,False,False,False,By Day,Auto: Sales – New,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,20.930232558,5358,173.1,10000,1,9,154,12527.36,10000
Other,South Dakota,,False,False,False,By Day,Auto: Sales – Used,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,20.930232558,5359,173.1,,1,9,154,12527.36,0
Other,South Dakota,,False,False,False,By Day,"Banks, Savings & Loans, and Credit Unions","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,43,20.930232558,5360,173.1,766.715,1,9,154,12527.36,1533.43
Other,South Dakota,,False,False,False,By Day,Credit Bureaus,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,43,20.930232558,5361,173.1,,1,9,154,12527.36,0
Other,South Dakota,,False,False,False,By Day,Credit Cards,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,43,20.930232558,5362,173.1,,1,9,154,12527.36,0
Other,South Dakota,,False,False,False,By Day,Creditor Debt Collection,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,43,20.930232558,5363,173.1,,1,9,154,12527.36,0
Other,South Dakota,,False,False,False,By Day,Health Care: Eye Care,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,20.930232558,5364,173.1,,1,9,154,12527.36,0
Other,South Dakota,,False,False,False,By Day,Health Care: Other Medical Treatments,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,20.930232558,5365,173.1,,1,9,154,12527.36,0
Other,South Dakota,,False,False,False,By Day,Health Care: Other Products\Supplies,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,20.930232558,5366,173.1,63.29,1,9,154,12527.36,63.29
Other,South Dakota,,False,False,False,By Day,Home Furnishings,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,20.930232558,5367,173.1,,1,9,154,12527.36,0
Other,South Dakota,,False,False,False,By Day,Housing,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,43,20.930232558,5368,173.1,106.27,1,9,154,12527.36,212.54
Other,South Dakota,,False,False,False,By Day,Jewelry\Watches,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,20.930232558,5369,173.1,173.1,1,9,154,12527.36,173.1
Other,South Dakota,,False,False,False,By Day,Lending: Mortgage,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,20.930232558,5370,173.1,,1,9,154,12527.36,0
Other,South Dakota,,False,False,False,By Day,Lending: Other Institutions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,20.930232558,5371,173.1,,1,9,154,12527.36,0
Other,South Dakota,,False,False,False,By Day,Lending: Payday Loans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,20.930232558,5372,173.1,500,1,9,154,12527.36,500
