Fraud,Consumer State Name Cleansed,Blank,DC Only,Fraud Only,IDT Only,Parameter DWM,Product Product Code Desc,Tooltip lt 100 text,# Reports by Category Overall PSC State,# Reports by Category Overall State,% reporting loss,F1,Median Losses by Category Overall State,Median Losses by Category Overall State PSC,Number of Records,Reporting a Loss State,State Total Reports,Total Losses by Category Overall State,Total Losses by Category Overall State PSC
Do Not Call,Alabama,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",18,61,,0,,,1,,1509,0,0
Do Not Call,Alabama,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,61,,1,,,1,,1509,0,0
Do Not Call,Alabama,,False,False,False,By Day,"Energy, solar & utilities","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,61,,2,,,1,,1509,0,0
Do Not Call,Alabama,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,61,,3,,,1,,1509,0,0
Do Not Call,Alabama,,False,False,False,By Day,No Subject Provided,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,61,,4,,,1,,1509,0,0
Do Not Call,Alabama,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",20,61,,5,,,1,,1509,0,0
Do Not Call,Alabama,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,61,,6,,,1,,1509,0,0
Do Not Call,Alabama,,False,False,False,By Day,Vacation & timeshares,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,61,,7,,,1,,1509,0,0
Do Not Call,Alabama,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,61,,8,,,1,,1509,0,0
Do Not Call,Alaska,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,5,,9,,,1,,184,0,0
Do Not Call,Alaska,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,5,,10,,,1,,184,0,0
Do Not Call,Arizona,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",37,171,,11,,,1,,3080,0,0
Do Not Call,Arizona,,False,False,False,By Day,Charities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,171,,12,,,1,,3080,0,0
Do Not Call,Arizona,,False,False,False,By Day,Computer & technical support,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,171,,13,,,1,,3080,0,0
Do Not Call,Arizona,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,171,,14,,,1,,3080,0,0
Do Not Call,Arizona,,False,False,False,By Day,"Energy, solar & utilities","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,171,,15,,,1,,3080,0,0
Do Not Call,Arizona,,False,False,False,By Day,Home improvement & cleaning,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,171,,16,,,1,,3080,0,0
Do Not Call,Arizona,,False,False,False,By Day,"Lotteries, prizes & sweepstakes","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,171,,17,,,1,,3080,0,0
Do Not Call,Arizona,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",14,171,,18,,,1,,3080,0,0
Do Not Call,Arizona,,False,False,False,By Day,No Subject Provided,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,171,,19,,,1,,3080,0,0
Do Not Call,Arizona,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",66,171,,20,,,1,,3080,0,0
Do Not Call,Arizona,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,171,,21,,,1,,3080,0,0
Do Not Call,Arizona,,False,False,False,By Day,Vacation & timeshares,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,171,,22,,,1,,3080,0,0
Do Not Call,Arizona,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,171,,23,,,1,,3080,0,0
Do Not Call,Arkansas,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,32,,24,,,1,,826,0,0
Do Not Call,Arkansas,,False,False,False,By Day,"Lotteries, prizes & sweepstakes","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,32,,25,,,1,,826,0,0
Do Not Call,Arkansas,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,32,,26,,,1,,826,0,0
Do Not Call,Arkansas,,False,False,False,By Day,No Subject Provided,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,32,,27,,,1,,826,0,0
Do Not Call,Arkansas,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,32,,28,,,1,,826,0,0
Do Not Call,Arkansas,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",10,32,,29,,,1,,826,0,0
Do Not Call,Arkansas,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,32,,30,,,1,,826,0,0
Do Not Call,California,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",188,976,,31,,,1,,17692,0,0
Do Not Call,California,,False,False,False,By Day,Charities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,976,,32,,,1,,17692,0,0
Do Not Call,California,,False,False,False,By Day,Computer & technical support,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,976,,33,,,1,,17692,0,0
Do Not Call,California,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",34,976,,34,,,1,,17692,0,0
Do Not Call,California,,False,False,False,By Day,"Energy, solar & utilities","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",16,976,,35,,,1,,17692,0,0
Do Not Call,California,,False,False,False,By Day,Home improvement & cleaning,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",21,976,,36,,,1,,17692,0,0
Do Not Call,California,,False,False,False,By Day,Home security & alarms,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,976,,37,,,1,,17692,0,0
Do Not Call,California,,False,False,False,By Day,"Lotteries, prizes & sweepstakes","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,976,,38,,,1,,17692,0,0
Do Not Call,California,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",54,976,,39,,,1,,17692,0,0
Do Not Call,California,,False,False,False,By Day,No Subject Provided,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",86,976,,40,,,1,,17692,0,0
Do Not Call,California,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",424,976,,41,,,1,,17692,0,0
Do Not Call,California,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",77,976,,42,,,1,,17692,0,0
Do Not Call,California,,False,False,False,By Day,Vacation & timeshares,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",22,976,,43,,,1,,17692,0,0
Do Not Call,California,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",25,976,,44,,,1,,17692,0,0
Do Not Call,California,,False,False,False,By Day,Money making opportunities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,976,,45,,,1,,17692,0,0
Do Not Call,Colorado,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",31,141,,46,,,1,,2771,0,0
Do Not Call,Colorado,,False,False,False,By Day,Charities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,141,,47,,,1,,2771,0,0
Do Not Call,Colorado,,False,False,False,By Day,Computer & technical support,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,141,,48,,,1,,2771,0,0
Do Not Call,Colorado,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,141,,49,,,1,,2771,0,0
Do Not Call,Colorado,,False,False,False,By Day,"Energy, solar & utilities","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,141,,50,,,1,,2771,0,0
Do Not Call,Colorado,,False,False,False,By Day,Home improvement & cleaning,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",11,141,,51,,,1,,2771,0,0
Do Not Call,Colorado,,False,False,False,By Day,"Lotteries, prizes & sweepstakes","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,141,,52,,,1,,2771,0,0
Do Not Call,Colorado,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",16,141,,53,,,1,,2771,0,0
Do Not Call,Colorado,,False,False,False,By Day,No Subject Provided,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,141,,54,,,1,,2771,0,0
Do Not Call,Colorado,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",50,141,,55,,,1,,2771,0,0
Do Not Call,Colorado,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,141,,56,,,1,,2771,0,0
Do Not Call,Colorado,,False,False,False,By Day,Vacation & timeshares,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,141,,57,,,1,,2771,0,0
Do Not Call,Colorado,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,141,,58,,,1,,2771,0,0
Do Not Call,Connecticut,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",16,125,,59,,,1,,1955,0,0
Do Not Call,Connecticut,,False,False,False,By Day,Charities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,125,,60,,,1,,1955,0,0
Do Not Call,Connecticut,,False,False,False,By Day,Computer & technical support,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,125,,61,,,1,,1955,0,0
Do Not Call,Connecticut,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",38,125,,62,,,1,,1955,0,0
Do Not Call,Connecticut,,False,False,False,By Day,"Energy, solar & utilities","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,125,,63,,,1,,1955,0,0
Do Not Call,Connecticut,,False,False,False,By Day,Home improvement & cleaning,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,125,,64,,,1,,1955,0,0
Do Not Call,Connecticut,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,125,,65,,,1,,1955,0,0
Do Not Call,Connecticut,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",27,125,,66,,,1,,1955,0,0
Do Not Call,Connecticut,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",17,125,,67,,,1,,1955,0,0
Do Not Call,Connecticut,,False,False,False,By Day,Vacation & timeshares,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,125,,68,,,1,,1955,0,0
Do Not Call,Connecticut,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",12,125,,69,,,1,,1955,0,0
Do Not Call,Delaware,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,16,,70,,,1,,558,0,0
Do Not Call,Delaware,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",11,16,,71,,,1,,558,0,0
Do Not Call,Delaware,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,16,,72,,,1,,558,0,0
Do Not Call,District of Columbia,,True,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,29,,73,,,1,,610,0,0
Do Not Call,District of Columbia,,True,False,False,By Day,"Energy, solar & utilities","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,29,,74,,,1,,610,0,0
Do Not Call,District of Columbia,,True,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,29,,75,,,1,,610,0,0
Do Not Call,District of Columbia,,True,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,29,,76,,,1,,610,0,0
Do Not Call,District of Columbia,,True,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,29,,77,,,1,,610,0,0
Do Not Call,District of Columbia,,True,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,29,,78,,,1,,610,0,0
Do Not Call,Florida,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",105,405,,79,,,1,,12008,0,0
Do Not Call,Florida,,False,False,False,By Day,Charities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,405,,80,,,1,,12008,0,0
Do Not Call,Florida,,False,False,False,By Day,Computer & technical support,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,405,,81,,,1,,12008,0,0
Do Not Call,Florida,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,405,,82,,,1,,12008,0,0
Do Not Call,Florida,,False,False,False,By Day,"Energy, solar & utilities","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,405,,83,,,1,,12008,0,0
Do Not Call,Florida,,False,False,False,By Day,Home improvement & cleaning,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,405,,84,,,1,,12008,0,0
Do Not Call,Florida,,False,False,False,By Day,Home security & alarms,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,405,,85,,,1,,12008,0,0
Do Not Call,Florida,,False,False,False,By Day,"Lotteries, prizes & sweepstakes","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",10,405,,86,,,1,,12008,0,0
Do Not Call,Florida,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",47,405,,87,,,1,,12008,0,0
Do Not Call,Florida,,False,False,False,By Day,No Subject Provided,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,405,,88,,,1,,12008,0,0
Do Not Call,Florida,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",119,405,,89,,,1,,12008,0,0
Do Not Call,Florida,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",43,405,,90,,,1,,12008,0,0
Do Not Call,Florida,,False,False,False,By Day,Vacation & timeshares,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",9,405,,91,,,1,,12008,0,0
Do Not Call,Florida,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",31,405,,92,,,1,,12008,0,0
Do Not Call,Florida,,False,False,False,By Day,Money making opportunities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,405,,93,,,1,,12008,0,0
Do Not Call,Georgia,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",28,118,,94,,,1,,5074,0,0
Do Not Call,Georgia,,False,False,False,By Day,Charities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,118,,95,,,1,,5074,0,0
Do Not Call,Georgia,,False,False,False,By Day,Computer & technical support,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,118,,96,,,1,,5074,0,0
Do Not Call,Georgia,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,118,,97,,,1,,5074,0,0
Do Not Call,Georgia,,False,False,False,By Day,"Energy, solar & utilities","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,118,,98,,,1,,5074,0,0
Do Not Call,Georgia,,False,False,False,By Day,Home improvement & cleaning,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,118,,99,,,1,,5074,0,0
Do Not Call,Georgia,,False,False,False,By Day,Home security & alarms,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,118,,100,,,1,,5074,0,0
Do Not Call,Georgia,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,118,,101,,,1,,5074,0,0
Do Not Call,Georgia,,False,False,False,By Day,No Subject Provided,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,118,,102,,,1,,5074,0,0
Do Not Call,Georgia,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",41,118,,103,,,1,,5074,0,0
Do Not Call,Georgia,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",14,118,,104,,,1,,5074,0,0
Do Not Call,Georgia,,False,False,False,By Day,Vacation & timeshares,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,118,,105,,,1,,5074,0,0
Do Not Call,Georgia,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",11,118,,106,,,1,,5074,0,0
Do Not Call,Hawaii,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,28,,107,,,1,,646,0,0
Do Not Call,Hawaii,,False,False,False,By Day,Charities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,28,,108,,,1,,646,0,0
Do Not Call,Hawaii,,False,False,False,By Day,Home improvement & cleaning,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,28,,109,,,1,,646,0,0
Do Not Call,Hawaii,,False,False,False,By Day,Home security & alarms,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,28,,110,,,1,,646,0,0
Do Not Call,Hawaii,,False,False,False,By Day,"Lotteries, prizes & sweepstakes","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,28,,111,,,1,,646,0,0
Do Not Call,Hawaii,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",13,28,,112,,,1,,646,0,0
Do Not Call,Hawaii,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,28,,113,,,1,,646,0,0
Do Not Call,Hawaii,,False,False,False,By Day,Vacation & timeshares,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,28,,114,,,1,,646,0,0
Do Not Call,Hawaii,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,28,,115,,,1,,646,0,0
Do Not Call,Idaho,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,30,,116,,,1,,556,0,0
Do Not Call,Idaho,,False,False,False,By Day,"Energy, solar & utilities","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,30,,117,,,1,,556,0,0
Do Not Call,Idaho,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,30,,118,,,1,,556,0,0
Do Not Call,Idaho,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",13,30,,119,,,1,,556,0,0
Do Not Call,Idaho,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,30,,120,,,1,,556,0,0
Do Not Call,Idaho,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,30,,121,,,1,,556,0,0
Do Not Call,Illinois,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",43,287,,122,,,1,,5232,0,0
Do Not Call,Illinois,,False,False,False,By Day,Charities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,287,,123,,,1,,5232,0,0
Do Not Call,Illinois,,False,False,False,By Day,Computer & technical support,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",11,287,,124,,,1,,5232,0,0
Do Not Call,Illinois,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",5,287,,125,,,1,,5232,0,0
Do Not Call,Illinois,,False,False,False,By Day,"Energy, solar & utilities","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,287,,126,,,1,,5232,0,0
Do Not Call,Illinois,,False,False,False,By Day,Home improvement & cleaning,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",6,287,,127,,,1,,5232,0,0
Do Not Call,Illinois,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",21,287,,128,,,1,,5232,0,0
Do Not Call,Illinois,,False,False,False,By Day,No Subject Provided,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",11,287,,129,,,1,,5232,0,0
Do Not Call,Illinois,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",140,287,,130,,,1,,5232,0,0
Do Not Call,Illinois,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",19,287,,131,,,1,,5232,0,0
Do Not Call,Illinois,,False,False,False,By Day,Vacation & timeshares,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,287,,132,,,1,,5232,0,0
Do Not Call,Illinois,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",20,287,,133,,,1,,5232,0,0
Do Not Call,Illinois,,False,False,False,By Day,Money making opportunities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,287,,134,,,1,,5232,0,0
Do Not Call,Indiana,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",13,30,,135,,,1,,2059,0,0
Do Not Call,Indiana,,False,False,False,By Day,Charities,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,30,,136,,,1,,2059,0,0
Do Not Call,Indiana,,False,False,False,By Day,"Energy, solar & utilities","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,30,,137,,,1,,2059,0,0
Do Not Call,Indiana,,False,False,False,By Day,Home improvement & cleaning,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,30,,138,,,1,,2059,0,0
Do Not Call,Indiana,,False,False,False,By Day,"Lotteries, prizes & sweepstakes","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",3,30,,139,,,1,,2059,0,0
Do Not Call,Indiana,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,30,,140,,,1,,2059,0,0
Do Not Call,Indiana,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,30,,141,,,1,,2059,0,0
Do Not Call,Iowa,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",12,41,,142,,,1,,727,0,0
Do Not Call,Iowa,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,41,,143,,,1,,727,0,0
Do Not Call,Iowa,,False,False,False,By Day,"Lotteries, prizes & sweepstakes","For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,41,,144,,,1,,727,0,0
Do Not Call,Iowa,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,41,,145,,,1,,727,0,0
Do Not Call,Iowa,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,41,,146,,,1,,727,0,0
Do Not Call,Iowa,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",4,41,,147,,,1,,727,0,0
Do Not Call,Iowa,,False,False,False,By Day,Vacation & timeshares,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,41,,148,,,1,,727,0,0
Do Not Call,Iowa,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,41,,149,,,1,,727,0,0
Do Not Call,Kansas,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",8,37,,150,,,1,,803,0,0
Do Not Call,Kansas,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",2,37,,151,,,1,,803,0,0
Do Not Call,Kansas,,False,False,False,By Day,Medical & prescriptions,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,37,,152,,,1,,803,0,0
Do Not Call,Kansas,,False,False,False,By Day,No Subject Provided,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,37,,153,,,1,,803,0,0
Do Not Call,Kansas,,False,False,False,By Day,Other,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",11,37,,154,,,1,,803,0,0
Do Not Call,Kansas,,False,False,False,By Day,Reducing debt,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,37,,155,,,1,,803,0,0
Do Not Call,Kansas,,False,False,False,By Day,Warranties & protection plans,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",7,37,,156,,,1,,803,0,0
Do Not Call,Kentucky,,False,False,False,By Day,Imposters,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",12,43,,157,,,1,,1472,0,0
Do Not Call,Kentucky,,False,False,False,By Day,Computer & technical support,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,,158,,,1,,1472,0,0
Do Not Call,Kentucky,,False,False,False,By Day,Dropped call or no message,"For states with fewer than 100 reports, the Top Reports graphic combines Fraud and Other categories.",1,43,,159,,,1,,1472,0,0
